Name,Email,Phone Number,Street,State,Zip Code,Client Type,Preferred Home Type,Preferred Number of Bedrooms,Preferred Number of Bathrooms,Preferred Square Footage,Preferred School Rating,Assigned Employee
"Smith, Anthony",anthony.smith@example.com,986-541-3717,31347 Pineda Mountains Apt. 651,NJ,8041,owner,,,,,,"Simpson, Christina"
"Long, Devin",devin.long@example.com,627.856.1414,44765 Kelly Streets Apt. 554,NJ,8293,buyer,townhouse,5,1,1195,10,"Olson, Andrea"
"Hudson, Christopher",christopher.hudson@example.com,587-278-1835,1887 Jones Plain,CT,6142,seller,,,,,,"Hodges, Patrick"
"Dixon, Nancy",nancy.dixon@example.com,873.357.1828x0210,88144 Brian Row,NY,10783,buyer,apartment,4,3,2738,5,"Davis, Craig"
"Rocha, Stacy",stacy.rocha@example.com,794-708-3890x5607,3635 Montoya Extensions Apt. 692,NY,12451,owner,,,,,,"Obrien, Stephanie"
"Beasley, Marcus",marcus.beasley@example.com,+1-761-690-3997x9203,7511 Martinez Mount Suite 090,NJ,7986,buyer,apartment,2,3,2310,7,"Fletcher, Margaret"
"Chavez, Lisa",lisa.chavez@example.com,614.376.7035x83155,4379 Alexander Plains Suite 648,NJ,7819,seller,,,,,,"Kane, Diana"
"Larson, Chloe",chloe.larson@example.com,001-517-560-8501,4908 Ramsey Grove Suite 838,CT,6079,seller,,,,,,"Ross, Patricia"
"Baker, Bridget",bridget.baker@example.com,(233)634-8414x94772,07651 Adrian Knolls,NJ,8266,seller,,,,,,"Sims, Roberto"
"Thomas, John",john.thomas@example.com,241-338-0584x8343,223 Shepherd Ferry Suite 469,NJ,7458,buyer,apartment,5,2,989,8,"Cruz, Connie"
"Pace, Marc",marc.pace@example.com,2536390294,2739 Robert Overpass Suite 100,NY,14844,renter,townhouse,1,3,953,8,"Coleman, Katherine"
"Williamson, Tyrone",tyrone.williamson@example.com,(380)690-9307x8003,988 Smith Parks,NY,14902,buyer,townhouse,4,3,1324,6,"Mcguire, Jeanette"
"Torres, Rachel",rachel.torres@example.com,825-771-2074x7160,957 Long Orchard,NJ,7197,renter,condo,5,2,1032,9,"Shaw, Thomas"
"King, Anne",anne.king@example.com,(490)384-3282,767 Jacqueline Parks,NY,13225,renter,single house,3,3,3230,4,"Klein, Brian"
"Woodard, Dale",dale.woodard@example.com,744.237.0719x040,097 Miller Estates Apt. 614,NY,11996,renter,apartment,1,2,941,6,"Kane, Diana"
"Frazier, Kimberly",kimberly.frazier@example.com,4312903528,96077 White Mission,NJ,8232,seller,,,,,,"Adams, Ashley"
"Bernard, Francisco",francisco.bernard@example.com,(633)988-0256x40219,447 Griffin Road,CT,6259,owner,,,,,,"Brown, John"
"Dillon, Ryan",ryan.dillon@example.com,584.377.7781x4014,73132 Devin Forks,CT,6152,seller,,,,,,"Moore, Robert"
"Hall, Ricardo",ricardo.hall@example.com,337.423.6490x231,37973 Martin Overpass Apt. 667,NY,11565,renter,townhouse,2,1,2457,10,"Walker, Aaron"
"Coleman, Logan",logan.coleman@example.com,(943)234-6585x56549,031 Bowen Islands,CT,6334,owner,,,,,,"Terry, Zachary"
"Salazar, Jerry",jerry.salazar@example.com,(729)945-7508,928 Sanchez Points,NJ,7504,renter,condo,3,2,3221,8,"Anderson, Joseph"
"Anderson, Stephanie",stephanie.anderson@example.com,-4948,6263 Henry Springs Apt. 812,CT,6012,renter,apartment,5,3,2870,5,"Cruz, Connie"
"Romero, Shawn",shawn.romero@example.com,-11132,756 Garcia Falls,NY,13791,seller,,,,,,"Walker, Aaron"
"Hall, Joel",joel.hall@example.com,001-229-735-8880,504 Daniel Way Suite 273,NJ,7267,seller,,,,,,"Howard, Katherine"
"Carter, Frank",frank.carter@example.com,272-551-3116,0072 Sheila Mill Apt. 109,CT,6188,buyer,condo,1,1,2820,9,"Perry, Cynthia"
"Baker, Justin",justin.baker@example.com,+1-528-563-5670x2779,178 Collins Pass,CT,6238,seller,,,,,,"Campbell, Christopher"
"Greene, Sandra",sandra.greene@example.com,799-293-3824x34512,278 Stacey Burg Suite 060,NJ,8487,buyer,condo,5,2,576,3,"Koch, Luis"
"Browning, Tyler",tyler.browning@example.com,444.877.5534,3660 Weaver Valleys Apt. 798,NJ,8415,renter,townhouse,4,2,3132,2,"Cordova, Virginia"
"Bishop, Christine",christine.bishop@example.com,001-581-513-7794,2191 Kevin Road,NJ,8906,seller,,,,,,"Garrett, Raymond"
"Ritter, Megan",megan.ritter@example.com,(963)548-8305x864,6675 Bush Walks,NY,13712,renter,townhouse,5,3,1796,8,"Cameron, Katie"
"Peterson, Maria",maria.peterson@example.com,001-745-767-2490x6730,3522 Carter Ramp,NJ,7621,buyer,single house,3,2,808,7,"Collier, James"
"Oconnell, Richard",richard.oconnell@example.com,(745)493-6677,29457 Graves Loop Apt. 614,NY,10632,owner,,,,,,"Willis, Stephanie"
"Mclaughlin, Andrew",andrew.mclaughlin@example.com,735.403.7579x0476,6476 Lisa Square Apt. 433,CT,6111,seller,,,,,,"Kane, Diana"
"Adams, Rachel",rachel.adams@example.com,(226)998-5695,0569 Whitney Meadows Suite 553,NY,12247,renter,condo,2,3,2021,9,"Erickson, Dakota"
"Gray, Michael",michael.gray@example.com,372.894.2360,451 David Spring Apt. 580,NY,10034,buyer,condo,1,2,687,0,"Jones, Sarah"
"Anderson, Timothy",timothy.anderson@example.com,001-261-379-8053x409,4100 Gill Vista Apt. 362,CT,6107,buyer,apartment,2,3,2551,4,"Smith, Joshua"
"Patterson, Linda",linda.patterson@example.com,868.871.4376,93975 Bradley Lake Apt. 900,NY,13847,renter,apartment,3,1,721,7,"Ross, Molly"
"Durham, Kendra",kendra.durham@example.com,+1-808-557-4951x0355,4543 Osborne Throughway Apt. 542,NY,14118,renter,townhouse,5,3,2931,4,"Fry, Joseph"
"Perez, Kyle",kyle.perez@example.com,741.905.9332,409 Alexandra Expressway Suite 718,CT,6114,owner,,,,,,"Olson, Andrea"
"Jones, Dorothy",dorothy.jones@example.com,8054234112,87626 Mack Ranch Apt. 962,NJ,8158,renter,single house,4,3,1772,3,"Collins, Briana"
"Jimenez, Tracie",tracie.jimenez@example.com,(360)595-5126x621,0167 Cohen Shoal,CT,6275,owner,,,,,,"Davis, Craig"
"Gallagher, Wanda",wanda.gallagher@example.com,207.274.7753x2721,09533 Hubbard Expressway,NJ,8823,renter,townhouse,5,3,1389,2,"Patton, Colton"
"Schmidt, Ashley",ashley.schmidt@example.com,001-609-676-1807x60164,22116 Hoffman Pines,CT,6085,buyer,single house,4,3,619,4,"Klein, Brian"
"Anderson, Jacqueline",jacqueline.anderson@example.com,001-779-789-7343x04237,7416 Gilbert Club Suite 861,CT,6282,seller,,,,,,"Hines, Monica"
"Valenzuela, Brandon",brandon.valenzuela@example.com,(703)426-8818x22383,435 Brandy Turnpike,NY,11793,seller,,,,,,"Zimmerman, Melissa"
"Nelson, April",april.nelson@example.com,3237695599,73880 Sierra Ford Apt. 327,NJ,8543,owner,,,,,,"Ross, Patricia"
"Phelps, Andrea",andrea.phelps@example.com,765-588-4471x577,44618 Melissa Ridges,CT,6097,seller,,,,,,"Mata, Miranda"
"Mayer, Valerie",valerie.meyer@example.com,(846)291-7834,521 Montes Spring,CT,6327,renter,apartment,3,1,1821,1,"Hodges, Patrick"
"Bishop, Christian",christian.bishop@example.com,(724)277-5263,24867 Brenda Hill,NJ,7062,seller,,,,,,"Shaw, Thomas"
"Collins, Donald",donald.collins@example.com,777.696.9479x521,323 Mann Drive Apt. 449,CT,6011,seller,,,,,,"Taylor, Jessica"
"Morgan, Nathan",nathan.morgan@example.com,246.403.0265,5320 Paul Loop Apt. 945,NY,14219,renter,single house,5,1,2531,4,"Garrett, Raymond"
"Horton, Martin",martin.horton@example.com,489-865-0219x64890,89051 Linda Flat Suite 220,CT,6349,seller,,,,,,"Taylor, Jessica"
"Rich, David",david.rich@example.com,817-797-4913,8448 April Circles Apt. 912,CT,6385,buyer,townhouse,4,3,2622,6,"Barnes, Michael"
"Vega, Robert",robert.vega@example.com,(958)510-7518x6761,9070 Paula Land,NJ,7704,buyer,apartment,4,2,2119,9,"Clements, Derek"
"Jimenez, Maria",maria.jimenez@example.com,899-394-4893,069 Johnson Plaza,CT,6019,seller,,,,,,"Leon, Patrick"
"Miller, Brandon",brandon.miller@example.com,+1-345-259-2125x79362,411 Robert Ford,NJ,8336,seller,,,,,,"Taylor, Jessica"
